price,area,Bedrooms,Bathrooms,Balcony,Status,Furnished_status,Price_sqft
4500000,1225,3,2,2,1,1,3673
7600000,1900,4,4,4,1,1,4000
3400000,1000,2,2,2,1,1,3400
8800000,1691,3,4,3,1,1,5204
3700000,966,3,2,2,1,0,3830
8800000,2000,3,2,2,1,1,4400
3800000,700,2,2,1,1,1,5428
8500000,900,2,2,2,1,1,9444
4000000,950,2,2,1,1,0,4210
5800000,1074,2,2,4,1,1,5400
2100000,1000,2,2,1,1,1,2100
4500000,1425,3,2,2,1,0,3157
4200000,900,3,2,2,1,0,4666
7600000,1725,3,3,2,1,1,4405
5000000,650,2,2,1,1,1,7692
11500000,2100,4,4,2,1,0,5476
7000000,1710,3,4,4,1,1,4093
11800000,1660,3,3,5,1,1,7108
3300000,1100,2,3,3,1,1,3000
4100000,1200,2,2,2,1,0,3416
3500000,950,2,2,1,1,1,3684
4500000,1250,2,2,2,1,1,3600
4000000,1100,2,2,2,1,1,3636
8000000,891,3,2,1,1,0,8978
4800000,900,2,2,1,1,1,5333
2400000,715,2,2,1,1,0,3356
5500000,1200,4,2,3,1,1,4583
4900000,1390,3,2,2,1,0,3525
40000000,2000,3,3,2,1,1,20000
3300000,995,2,2,3,1,0,3316
6500000,1200,3,2,2,1,1,5416
6000000,1000,3,2,2,1,1,6000
4400000,1165,2,2,3,1,1,3776
14000000,2600,5,5,2,1,1,5384
6600000,1737,3,3,2,1,1,3799
11500000,1890,3,3,2,1,1,6084
3800000,995,2,2,3,1,1,3819
5500000,1720,3,3,4,1,1,3197
7000000,1100,2,2,1,1,1,6363
7500000,1592,3,2,2,1,1,4711
10000000,1490,3,3,2,1,1,6711
6000000,1000,2,2,2,1,0,6000
14000000,2800,6,4,3,1,0,5000
12000000,1835,3,3,4,1,0,6539
8000000,1700,3,3,2,1,0,4705
7000000,1372,3,3,2,1,1,5102
8300000,1400,2,2,3,1,1,5928
3800000,1015,2,2,2,1,1,3743
8500000,1424,3,2,2,1,1,5969
3700000,1182,2,2,2,1,0,3130
4500000,1175,3,2,2,1,1,3829
4200000,1040,2,2,2,1,1,4038
5200000,1130,2,2,2,1,1,4601
4500000,1385,3,3,3,1,0,3249
30000000,4000,4,5,2,1,0,7500
12000000,1875,3,4,4,1,1,6400
2300000,885,2,2,3,1,1,2598
2800000,750,2,2,1,1,0,3733
9500000,900,2,2,2,1,0,10555
7000000,1715,3,3,2,1,1,4081
7500000,1150,2,2,2,1,1,6521
3550000,800,2,2,2,1,1,4437
4200000,1350,2,3,2,1,1,3111
4000000,700,2,2,2,1,0,5714
4700000,1156,2,2,2,1,1,4065
4160000,895,2,2,2,1,1,4648
2700000,546,2,2,1,1,0,4945
12900000,1945,3,3,4,1,1,6632
6000000,1000,3,2,1,1,1,6000
5200000,900,3,2,1,1,1,5777
13600000,1852,3,3,3,1,0,7343
8000000,1635,2,2,1,1,0,4892
5500000,1400,2,2,2,1,0,3928
4500000,1290,3,2,3,1,1,3488
5600000,1050,2,2,1,1,0,5333
3000000,554,2,2,2,1,1,5415
13400000,1789,3,3,2,1,1,7490
25000000,3700,4,3,2,1,0,6756
12000000,1350,3,2,2,1,1,8888
8900000,2025,3,4,2,1,1,4395
3300000,913,2,2,1,1,1,3614
12000000,1100,2,2,2,1,0,10909
15000000,2268,3,3,2,1,1,6613
7300000,1585,3,3,1,1,0,4605
6000000,1100,3,2,1,1,0,5454
4500000,840,2,2,3,1,0,5357
2500000,940,2,2,2,1,1,2659
5500000,1505,3,2,2,1,0,3654
3500000,1100,2,2,2,1,1,3181
4200000,1000,2,2,2,1,0,4200
3000000,840,2,2,2,1,1,3571
5300000,1081,3,2,2,1,0,4902
8600000,1765,3,3,6,1,1,4872
2800000,540,3,2,1,1,0,5185
8000000,1295,3,2,2,1,1,6177
4500000,1065,2,2,4,1,1,4225
6300000,1490,3,3,4,1,1,4228
3350000,1215,2,2,2,1,0,2757
8500000,1494,4,2,1,1,1,5689
4200000,1194,2,2,2,1,1,3517
15000000,2000,3,3,5,1,1,7500
6000000,1544,3,2,2,1,1,3886
5200000,1255,3,2,2,1,1,4143
8130000,1565,3,3,2,1,0,5194
4800000,985,2,2,2,1,1,4873
9000000,1620,3,2,3,1,1,5555
7000000,900,3,3,2,1,1,7777
3500000,985,2,2,3,1,1,3553
4770000,1490,3,2,3,1,1,3201
3000000,800,2,2,1,1,0,3750
5500000,1515,3,2,3,1,1,3630
6100000,950,4,3,1,1,0,6421
4400000,1250,3,2,3,1,1,3520
17500000,1920,3,4,2,1,0,9114
3500000,1125,3,2,3,1,1,3111
4100000,1164,2,2,3,1,1,3522
4500000,1350,3,2,3,1,1,3333
4500000,720,2,2,1,1,0,6250
3000000,900,2,2,2,1,1,3333
25000000,3744,10,8,4,1,0,6677
4900000,1348,2,2,2,1,1,3635
5800000,915,2,2,2,1,1,6338
10000000,2187,3,3,2,1,0,4572
3200000,998,2,2,2,1,0,3206
16200000,1920,3,3,3,1,1,8437
5000000,1350,3,2,3,1,0,3703
5500000,1300,2,2,2,1,1,4230
4700000,1100,2,2,4,1,1,4272
2700000,645,3,2,3,1,0,4186
3000000,650,2,2,2,1,0,4615
4800000,720,2,2,1,1,1,6666
5800000,1100,3,2,2,1,1,5272
4000000,800,2,2,2,1,1,5000
7500000,1000,2,2,2,1,0,7500
5100000,1356,3,3,3,1,1,3761
4200000,1110,2,2,1,1,1,3783
5500000,1400,2,2,2,1,1,3928
3200000,985,2,2,2,1,1,3248
3200000,1050,2,2,1,1,1,3047
10000000,1900,4,3,1,1,0,5263
2880000,858,2,2,2,1,1,3356
5700000,1000,3,3,1,1,1,5700
9650000,1920,3,3,3,1,1,5026
5300000,1400,3,3,2,1,1,3785
4200000,850,2,2,2,1,0,4941
11500000,1900,3,2,3,1,0,6052
3500000,900,2,2,1,1,1,3888
7500000,1526,3,3,4,1,1,4914
3400000,900,2,2,2,1,1,3777
3900000,1265,2,2,2,1,1,3083
10000000,1950,4,4,2,1,1,5128
7500000,1250,3,2,4,1,1,6000
13500000,2262,3,3,4,1,1,5968
9800000,2000,4,4,2,1,1,4900
7500000,2250,3,3,2,1,0,3333
13500000,2050,3,3,2,1,1,6585
12000000,990,2,2,1,1,1,12121
5950000,1520,3,2,3,1,1,3914
11500000,900,2,2,2,1,1,12777
3200000,800,2,2,2,1,1,4000
12000000,1500,3,3,2,1,1,8000
6500000,1080,2,2,2,1,0,6018
3500000,1088,2,2,3,1,1,3216
3200000,1050,2,2,1,1,1,3047
6500000,1490,3,3,2,1,1,4362
4000000,1185,2,2,2,1,1,3375
3000000,900,2,2,2,1,1,3333
36700000,3670,5,5,4,1,1,10000
10700000,1920,3,3,1,1,1,5572
5100000,713,2,2,2,1,0,7152
24000000,2750,4,4,2,1,0,8727
10000000,1430,3,2,2,1,1,6993
7200000,1470,3,3,5,1,1,4897
6500000,1742,3,5,4,1,1,3731
9500000,1570,3,3,2,1,1,6050
3100000,1000,2,2,2,1,1,3100
7000000,1320,3,2,4,1,1,5303
8500000,1350,3,3,3,1,0,6296
8600000,1733,3,3,2,1,1,4962
11500000,1728,3,4,2,1,1,6655
5000000,700,2,2,2,1,0,7142
3700000,1075,2,2,2,1,1,3441
5900000,925,2,2,2,1,1,6378
12000000,3009,4,4,2,1,0,3988
4500000,1285,3,2,2,1,1,3501
8900000,1950,3,4,2,1,1,4564
3500000,840,2,2,2,1,0,4166
5500000,800,2,2,1,1,1,6875
8960000,1250,3,3,2,1,1,7168
4900000,1225,2,2,4,1,0,4000
4500000,1540,3,2,2,1,1,2922
4250000,1250,2,2,2,1,1,3400
12000000,2200,3,2,2,1,1,5454
4700000,1350,3,2,2,1,0,3481
9500000,1650,3,4,2,1,0,5757
9200000,1430,2,2,2,1,1,6433
2900000,840,2,2,2,1,1,3452
7100000,1500,3,2,2,1,1,4733
8500000,1650,3,3,3,1,0,5151
9500000,1900,3,3,3,1,1,5000
5000000,900,5,2,2,1,0,5555
6200000,1554,3,3,2,1,1,3989
7000000,1100,3,2,1,1,1,6363
5000000,1300,3,2,2,1,1,3846
4000000,1197,3,2,2,1,0,3341
9200000,2500,3,3,2,1,1,3680
6000000,750,4,3,1,1,0,8000
6500000,1160,3,2,2,1,0,5603
2800000,720,3,2,2,1,0,3888
4000000,950,2,2,1,1,1,4210
3900000,1170,3,2,4,1,1,3333
4800000,1000,2,2,2,1,1,4800
3150000,675,3,2,1,1,1,4666
8000000,1000,8,6,2,1,0,8000
6500000,1270,3,2,2,1,1,5118
7300000,1730,3,3,2,1,1,4219
4200000,1290,2,2,2,1,1,3255
14000000,1970,4,4,2,1,1,7106
6800000,1280,3,2,3,1,0,5312
5900000,1875,3,4,2,1,1,3146
4300000,1000,2,2,2,1,1,4300
9950000,1350,4,4,2,1,1,7370
8400000,1000,2,2,2,1,1,8400
3800000,900,3,2,3,1,0,4222
13700000,1100,4,2,1,1,1,12454
3450000,1000,2,2,2,1,0,3450
9500000,1437,3,2,2,1,1,6610
5200000,1320,2,3,3,1,1,3939
5800000,1200,3,3,3,1,1,4833
4100000,1000,2,2,2,1,1,4100
10500000,1050,2,2,1,1,1,10000
3500000,750,2,2,2,1,1,4666
4700000,900,2,2,2,1,1,5222
5550000,1300,2,2,2,1,1,4269
14000000,3200,4,4,5,1,1,4375
4200000,1165,2,2,2,1,1,3605
9000000,1100,3,2,2,1,1,8181
5000000,1260,2,2,2,1,1,3968
5100000,1082,2,2,3,1,1,4713
4200000,1150,2,2,2,1,1,3652
10000000,2438,4,5,5,1,1,4101
2550000,840,2,2,1,1,0,3035
6000000,1575,2,3,2,1,0,3809
2300000,600,2,2,1,1,0,3833
7409999,1446,2,2,2,1,1,5124
2500000,600,2,2,1,1,0,4166
4000000,1165,3,3,4,1,1,3433
5600000,1100,2,2,2,1,0,5090
4800000,1234,2,2,2,1,1,3889
2650000,540,2,2,1,1,0,4907
8200000,1650,3,2,3,1,1,4969
14500000,1300,2,2,2,1,1,11153
9000000,1700,3,2,3,1,1,5294
4800000,1010,2,2,2,1,1,4752
13500000,1500,4,3,2,1,0,9000
13000000,2230,3,4,5,1,0,5829
12000000,1450,3,3,2,1,1,8275
2400000,568,2,2,2,1,1,4225
7500000,1725,3,3,3,1,1,4347
4500000,1250,3,2,1,1,0,3600
6100000,1105,2,2,1,1,1,5520
3200000,1000,2,2,1,1,1,3200
13000000,1800,3,4,2,1,0,7222
4800000,1256,3,2,1,1,1,3821
13000000,2010,4,4,3,1,0,6467
6300000,1454,3,3,3,1,1,4332
3500000,800,2,2,1,1,0,4375
7500000,1675,3,4,2,1,1,4477
4200000,1050,2,2,2,1,1,4000
11500000,2040,4,4,2,1,0,5637
2400000,900,2,2,2,1,1,2666
6000000,1675,3,4,4,1,0,3582
3240000,1100,2,2,2,1,1,2945
7500000,1300,2,2,2,1,0,5769
3600000,1030,2,2,2,1,1,3495
3500000,850,2,2,1,1,1,4117
11800000,2025,3,3,3,1,0,5827
7500000,900,2,2,2,1,1,8333
4720000,1460,3,2,2,1,1,3232
5200000,1000,2,2,4,1,1,5200
11000000,1600,4,4,2,1,1,6875
6000000,1305,2,2,2,1,0,4597
5200000,1035,2,2,3,1,1,5024
5500000,1090,2,2,1,1,1,5045
9500000,1551,4,3,3,1,1,6125
6000000,900,3,2,2,1,0,6666
6160000,1450,2,2,2,1,1,4248
3500000,995,2,2,2,1,1,3517
2800000,563,2,2,1,1,1,4973
7500000,1680,3,3,2,1,1,4464
2900000,845,3,2,3,1,0,3431
8000000,1000,3,2,2,1,0,8000
5200000,1130,2,2,3,1,1,4601
6000000,1300,3,2,2,1,1,4615
2800000,675,2,2,2,1,1,4148
4400000,1295,3,2,2,1,1,3397
4500000,1200,3,2,2,1,0,3750
11000000,1750,3,3,3,1,1,6285
5500000,920,2,2,2,1,1,5978
9410000,1600,3,3,2,1,1,5881
5000000,1492,3,2,3,1,0,3351
6950000,1800,4,3,1,1,1,3861
6800000,900,3,2,2,1,0,7555
7000000,1769,3,3,3,1,1,3957
15000000,1350,3,3,2,1,0,11111
4600000,720,3,2,2,1,0,6388
3800000,1200,3,2,2,1,1,3166
6500000,1280,2,2,4,1,1,5078
2800000,750,2,2,2,1,1,3733
6200000,1185,3,3,2,1,1,5232
11399999,1830,3,3,2,1,1,6229
3690000,1085,2,2,2,1,1,3400
6000000,1265,3,2,2,1,1,4743
11000000,1350,5,3,2,1,0,8148
3000000,918,2,2,2,1,0,3267
5700000,1255,2,2,3,1,1,4541
7500000,749,2,2,2,1,1,10013
10300000,1600,3,3,2,1,1,6437
4500000,1025,2,2,4,1,1,4390
4500000,781,2,2,2,1,1,5761
3500000,1000,2,2,2,1,1,3500
3800000,1040,2,2,2,1,1,3653
14000000,1600,3,3,1,1,1,8750
5200000,1200,2,2,2,1,1,4333
3700000,900,2,2,1,1,0,4111
3900000,822,2,2,3,1,0,4744
2200000,955,2,2,2,1,1,2303
6800000,990,3,2,1,1,1,6868
4100000,750,2,2,2,1,0,5466
3600000,915,2,2,3,1,1,3934
4200000,1350,3,2,2,1,1,3111
7300000,1485,3,3,2,1,1,4915
7000000,1700,2,3,2,1,1,4117
9000000,1650,3,3,2,1,1,5454
17500000,2400,4,4,2,1,1,7291
7500000,570,3,3,2,1,0,13157
2700000,980,2,2,2,1,1,2755
4000000,1150,2,2,2,1,0,3478
4800000,1075,2,2,2,1,1,4465
37500000,5000,8,7,2,1,1,7500
7700000,1350,2,2,2,1,1,5703
4450000,1135,2,2,3,1,1,3920
8000000,1808,3,3,2,1,0,4424
6480000,1350,2,2,4,1,1,4800
3500000,1045,3,2,2,1,1,3349
6500000,1300,2,2,3,1,1,5000
11000000,1164,4,3,2,1,1,9450
5220000,1494,3,3,2,1,1,3493
6800000,1560,3,2,2,1,0,4358
4500000,850,2,2,2,1,1,5294
8740000,1245,2,2,3,1,0,7020
11000000,1800,4,3,2,1,1,6111
13000000,2525,4,6,2,1,1,5148
5300000,965,2,2,2,1,1,5492
4800000,645,2,2,1,1,0,7441
5800000,980,3,2,2,1,1,5918
7000000,1755,4,3,2,1,1,3988
3500000,800,2,2,1,1,0,4375
11500000,1545,3,3,2,1,1,7443
2500000,750,2,2,2,1,1,3333
8500000,1446,2,2,2,1,1,5878
8500000,1500,3,3,3,1,1,5666
6500000,1250,3,2,2,1,0,5200
3780000,955,2,2,2,1,1,3958
6820000,1170,3,2,2,1,1,5829
6000000,940,2,2,2,1,0,6382
4670000,1320,3,2,2,1,1,3537
3200000,890,2,2,3,1,1,3595
4500000,1100,2,2,2,1,0,4090
4200000,850,2,2,2,1,1,4941
4200000,850,2,2,2,1,1,4941
3200000,560,2,2,1,1,0,5714
12500000,1350,3,3,2,1,0,9259
13000000,1728,3,3,2,1,1,7523
13500000,1950,4,3,3,1,1,6923
7400000,1345,2,2,2,1,1,5501
8500000,900,3,3,2,1,1,9444
7500000,1398,2,2,2,1,1,5364
5500000,1156,3,2,2,1,1,4757
6200000,1250,3,2,3,1,1,4960
6000000,1730,3,3,2,1,0,3468
11800000,1300,3,2,1,1,1,9076
4700000,950,2,2,1,1,1,4947
8500000,2095,4,3,2,1,1,4057
12000000,1600,3,2,2,1,0,7500
12100000,1800,3,3,2,1,1,6722
2500000,765,2,2,1,1,1,3267
3000000,950,2,2,2,1,1,3157
11500000,2000,3,3,2,1,0,5750
9500000,1687,3,2,2,1,1,5631
5900000,1317,2,2,3,1,1,4479
3800000,1387,2,2,4,1,1,2739
6200000,1365,3,2,2,1,1,4542
8500000,1600,3,3,6,1,1,5312
6500000,1200,3,3,2,1,1,5416
3500000,800,2,2,2,1,1,4375
7500000,1225,3,2,1,1,1,6122
4500000,1224,2,2,2,1,1,3676
18000000,2587,3,3,2,1,1,6957
3200000,840,2,2,2,1,0,3809
3500000,1033,2,2,2,1,0,3388
9710000,1765,3,3,3,1,0,5501
4700000,1245,3,2,4,1,1,3775
11500000,1400,3,3,2,1,0,8214
8200000,1739,3,3,4,1,1,4715
5500000,1875,3,3,3,1,1,2933
17500000,1740,3,3,2,1,1,10057
7540000,1985,4,4,4,1,0,3798
4600000,1000,2,2,3,1,1,4600
12000000,2200,4,3,1,1,1,5454
9600000,1600,3,3,2,1,1,6000
8500000,1766,3,4,4,1,1,4813
5000000,1680,3,3,5,1,1,2976
4000000,900,3,2,2,1,0,4444
17500000,1658,3,4,2,1,1,10554
14000000,2535,4,4,2,1,1,5522
6500000,1573,3,3,1,1,1,4132
4600000,940,3,2,1,1,1,4893
5700000,1316,2,3,4,1,1,4331
7500000,1710,3,2,3,1,1,4385
12200000,1450,2,2,3,1,1,8413
9000000,1000,2,2,1,1,1,9000
4400000,1135,2,2,2,1,1,3876
5100000,900,2,2,1,1,0,5666
3800000,1031,2,2,1,1,1,3685
8550000,1200,2,2,2,1,1,7125
4000000,1090,2,2,2,1,1,3669
5880000,1465,3,3,2,1,1,4013
10500000,1100,3,2,2,1,1,9545
4800000,1550,3,3,5,1,1,3096
11500000,1750,4,4,2,1,0,6571
15500000,1800,3,3,4,1,1,8611
24900000,2225,4,3,1,1,0,11191
10100000,1650,3,2,2,1,0,6121
3500000,990,2,2,2,1,1,3535
7000000,1315,3,2,5,1,1,5323
2500000,563,2,2,1,1,0,4440
8700000,1100,2,2,1,1,1,7909
5700000,1150,2,2,5,1,1,4956
6000000,1530,3,2,3,1,1,3921
9500000,2050,3,3,2,1,1,4634
3800000,1050,2,2,2,1,1,3619
3300000,975,2,2,2,1,1,3384
3000000,840,2,2,2,1,0,3571
6500000,1235,2,2,2,1,1,5263
2500000,650,2,2,2,1,1,3846
3200000,880,2,2,2,1,1,3636
3600000,1106,2,2,3,1,1,3254
5000000,1165,2,2,2,1,1,4291
11000000,1200,3,2,2,1,1,9166
6000000,1300,2,2,1,1,1,4615
5000000,1395,3,2,5,1,1,3584
4000000,1065,2,2,2,1,1,3755
13000000,2300,4,4,4,1,1,5652
9000000,1560,3,2,3,1,1,5769
3500000,1000,2,2,2,1,1,3500
6200000,1240,2,2,4,1,1,5000
2300000,801,2,2,1,1,1,2871
3600000,700,2,2,2,1,0,5142
3400000,540,2,2,2,1,1,6296
3350000,984,2,2,3,1,1,3404
6800000,962,3,2,1,1,1,7068
5400000,1150,2,2,3,1,1,4695
4600000,1400,2,2,2,1,0,3285
13899999,2300,4,4,3,1,1,6043
6500000,1040,2,2,2,1,1,6250
3600000,795,2,2,1,1,1,4528
8500000,950,2,2,1,1,0,8947
5500000,1050,3,2,2,1,1,5238
18000000,2400,4,5,2,1,1,7500
4050000,1150,2,2,2,1,1,3521
7000000,1380,2,2,3,1,1,5072
2500000,900,2,2,2,1,0,2777
4100000,980,2,2,2,1,1,4183
4200000,1100,3,2,2,1,0,3818
4800000,1700,3,3,4,1,1,2823
2800000,900,3,2,1,1,0,3111
2980000,850,2,2,2,1,0,3505
7000000,1195,3,2,3,1,1,5857
5200000,1300,2,2,3,1,0,4000
3600000,1075,2,2,3,1,1,3348
5000000,970,2,2,2,1,1,5154
12000000,2020,2,2,2,1,1,5940
3800000,632,2,2,2,1,0,6012
5800000,1350,3,2,3,1,0,4296
16500000,1600,3,2,2,1,1,10312
16000000,2250,3,4,4,1,1,7111
9000000,1910,3,3,3,1,1,4712
6500000,1595,3,3,2,1,0,4075
5200000,1100,3,2,2,1,0,4727
5000000,959,2,2,2,1,1,5213
3500000,900,2,2,2,1,0,3888
20000000,2072,4,5,5,1,1,9652
8500000,1515,3,3,2,1,1,5610
7000000,1469,2,3,3,1,1,4765
3800000,1130,2,2,3,1,0,3362
3000000,535,2,2,1,1,0,5607
8500000,1300,2,2,3,1,1,6538
4000000,1045,2,2,2,1,1,3827
8000000,1015,3,2,1,1,0,7881
1800000,670,2,2,2,1,1,2686
7000000,1618,2,2,2,1,0,4326
19000000,2000,4,4,3,1,0,9500
11700000,1600,3,3,3,1,1,7312
6000000,1575,3,3,4,1,1,3809
7500000,1208,3,3,2,1,1,6208
15000000,2100,3,3,4,1,0,7142
4700000,670,2,2,1,1,1,7014
3500000,1005,2,2,1,1,1,3482
6500000,1175,2,2,1,1,1,5531
4200000,1050,2,2,3,1,1,4000
2800000,750,2,2,2,1,1,3733
7300000,1370,2,2,4,1,1,5328
16500000,1600,3,2,2,1,1,10312
11500000,1730,3,4,4,1,1,6647
3500000,1050,2,2,3,1,1,3333
7500000,1032,4,2,2,1,0,7267
4200000,1040,2,2,3,1,1,4038
15800000,2200,4,4,2,1,1,7181
25500000,3016,4,4,4,1,1,8454
4300000,810,2,2,1,1,1,5308
4500000,802,3,2,1,1,1,5610
25000000,3400,7,8,2,1,1,7352
6500000,900,2,2,2,1,1,7222
3800000,900,2,2,2,1,0,4222
19000000,2400,3,3,4,1,1,7916
5200000,1155,2,2,4,1,1,4502
10000000,1550,3,3,3,1,1,6451
7000000,1303,3,2,3,1,1,5372
3700000,1106,2,2,3,1,0,3345
2480000,600,2,2,1,1,1,4133
7059999,1350,3,3,2,1,1,5229
10500000,1425,3,2,2,1,1,7368
3500000,900,2,2,2,1,1,3888
4900000,1180,2,2,1,1,1,4152
12000000,2099,3,4,3,1,1,5717
25000000,2000,3,3,2,1,1,12500
2650000,700,2,2,2,1,0,3785
22500000,540,10,10,5,1,0,41666
14000000,1950,3,3,5,1,1,7179
4000000,1100,2,2,1,1,0,3636
6000000,1110,2,2,2,1,1,5405
4000000,1200,2,2,2,1,1,3333
3700000,990,2,2,4,1,1,3737
11000000,1800,3,3,2,1,0,6111
27000000,4000,5,5,3,1,1,6750
5350000,1300,3,2,2,1,1,4115
3500000,995,2,2,2,1,0,3517
9900000,1290,3,2,2,1,0,7674
9000000,1788,3,3,2,1,1,5033
3400000,654,2,2,2,1,1,5198
5000000,1077,2,2,2,1,1,4642
16000000,2000,3,3,2,1,1,8000
22500000,1800,4,4,2,1,0,12500
19800000,2560,4,4,7,1,1,7734
2300000,850,3,2,1,1,0,2705
30000000,4200,4,4,2,1,1,7142
7809999,1350,3,3,2,1,1,5785
30000000,4000,4,3,3,1,1,7500
16000000,1950,4,4,2,1,1,8205
16000000,1800,3,3,3,1,1,8888
6000000,1437,3,2,1,1,1,4175
4500000,1000,2,2,2,1,1,4500
3060000,875,2,2,2,1,0,3497
8500000,1690,3,3,4,1,1,5029
6500000,900,3,2,2,1,0,7222
19000000,2400,5,4,4,1,0,7916
9500000,1625,3,3,2,1,1,5846
7020000,1600,3,3,2,1,1,4387
3350000,1025,2,2,2,1,1,3268
27500000,2658,3,4,3,1,1,10346
30000000,3685,3,3,2,1,0,8141
9000000,1100,2,2,2,1,0,8181
4600000,1350,3,2,2,1,1,3407
7750000,1145,2,2,2,1,1,6768
14500000,3020,3,3,2,1,0,4801
3500000,1100,2,2,3,1,0,3181
3300000,940,2,2,2,1,1,3510
3600000,1120,2,2,2,1,0,3214
9000000,1890,3,3,3,1,1,4761
30000000,4000,5,7,2,1,1,7500
26500000,3200,4,5,4,1,1,8281
6500000,1438,3,2,2,1,0,4520
46000000,5400,9,9,2,1,1,8518
25000000,2700,3,3,2,1,0,9259
18500000,3500,3,4,2,1,1,5285
28000000,3206,4,4,2,1,1,8733
11000000,2175,3,3,2,1,1,5057
4500000,1000,2,2,2,1,1,4500
2900000,965,2,2,3,1,1,3005
17500000,2100,3,3,2,1,1,8333
17500000,2100,3,3,2,1,1,8333
39000000,7000,6,6,6,1,0,5571
12600000,1750,3,3,2,1,1,7200
15000000,1500,3,2,2,1,1,10000
16000000,2390,4,3,2,1,1,6694
13000000,2158,3,3,4,1,1,6024
5780000,1890,3,3,4,1,1,3058
2840000,668,2,2,2,1,1,4251
4650000,1265,2,2,2,1,1,3675
8700000,1500,3,3,4,1,1,5800
7000000,900,2,4,2,1,0,7777
7500000,1777,3,2,2,1,1,4220
8000000,1300,3,3,2,1,1,6153
4000000,753,2,2,1,1,0,5312
5000000,985,3,2,2,1,0,5076
2650000,540,2,2,2,1,1,4907
4650000,1105,2,2,4,1,1,4208
3600000,1020,2,2,3,1,0,3529
6000000,1045,2,2,4,1,1,5741
4500000,900,2,2,1,1,1,5000
19000000,1800,3,3,1,1,0,10555
5000000,1100,2,2,1,1,0,4545
5000000,1150,2,2,2,1,1,4347
8000000,1847,4,4,2,1,1,4331
4000000,900,3,2,2,1,1,4444
5800000,900,2,2,2,1,0,6444
9000000,1600,2,2,2,1,1,5625
6700000,1380,3,2,5,1,1,4855
18000000,2150,3,4,4,1,1,8372
9900000,1616,2,2,3,1,1,6126
3780000,1265,3,2,2,1,1,2988
17500000,2600,4,5,2,1,1,6730
12500000,1857,3,3,2,1,0,6731
8500000,800,2,2,2,1,0,10625
7800000,1735,3,3,2,1,1,4495
6000000,1265,3,2,2,1,1,4743
24800000,3000,3,4,2,1,1,8266
4000000,1265,3,2,3,1,0,3162
50000000,4700,6,6,2,1,0,10638
45000000,5000,4,7,4,1,0,9000
7000000,600,2,3,1,1,0,11666
10000000,1750,4,3,2,1,0,5714
5400000,1300,3,2,2,1,1,4153
16200000,2150,4,4,4,1,1,7534
3200000,1040,2,2,2,1,0,3076
22500000,2250,4,3,2,1,1,10000
11600000,1376,3,3,2,1,1,8430
8800000,965,2,2,2,1,1,9119
13500000,1400,3,2,2,1,1,9642
3200000,1065,2,2,3,1,0,3004
5100000,1025,2,2,2,1,1,4975
9800000,1500,3,2,2,1,1,6533
5500000,1505,3,3,2,1,1,3654
4600000,930,2,2,3,1,1,4946
11800000,1270,2,2,2,1,1,9291
3400000,750,2,2,1,1,1,4533
8000000,1430,3,2,2,1,1,5594
4400000,1425,3,2,1,1,1,3087
8000000,1000,3,2,2,1,0,8000
9000000,1547,2,2,2,1,1,5817
8500000,1564,3,2,5,1,1,5434
3200000,1010,2,2,3,1,1,3168
6820000,1350,2,2,2,1,1,5051
4500000,1060,2,2,3,1,1,4245
6200000,1370,2,2,1,1,1,4525
4470000,1296,3,2,2,1,1,3449
6000000,1400,4,2,2,1,1,4285
3400000,835,2,2,2,1,1,4071
3650000,1005,2,2,2,1,1,3631
3500000,1050,3,2,2,1,1,3333
9000000,1450,3,3,2,1,0,6206
25000000,1800,4,3,1,1,0,13888
3300000,1100,2,2,2,1,0,3000
3500000,758,2,3,1,1,1,4617
14000000,2198,4,3,4,1,1,6369
6500000,1600,4,3,2,1,0,4062
5500000,1260,5,3,2,1,0,4365
3700000,1365,3,2,3,1,1,2710
9500000,1854,4,4,4,1,1,5124
7750000,1550,2,2,1,1,1,5000
7200000,1880,3,4,2,1,1,3829
8500000,2042,4,4,4,1,1,4162
5000000,1280,3,2,2,1,0,3906
3850000,1055,2,2,2,1,0,3649
3200000,890,2,2,2,1,0,3595
6000000,900,2,2,1,1,0,6666
4200000,1040,2,2,3,1,1,4038
7000000,1100,2,2,2,1,1,6363
3700000,1115,2,2,2,1,1,3318
5000000,900,2,2,2,1,1,5555
5500000,1186,5,2,2,1,0,4637
8500000,1232,3,2,2,1,1,6899
4750000,1100,2,2,3,1,1,4318
3500000,675,2,2,1,1,0,5185
5700000,1069,3,2,2,1,1,5332
28000000,4000,4,4,2,1,1,7000
32000000,3200,4,4,2,1,1,10000
35000000,2960,7,7,1,1,1,11824
35000000,6000,5,5,2,1,1,5833
27500000,2250,3,3,2,1,1,12222
6930000,1385,2,2,3,1,1,5003
6500000,1325,3,2,2,1,1,4905
9500000,1954,3,3,2,1,0,4861
3000000,750,2,2,1,1,0,4000
12000000,1125,3,2,2,1,1,10666
6000000,1020,3,2,1,1,1,5882
3500000,800,2,2,1,1,1,4375
5200000,990,3,2,1,1,0,5252
5600000,1300,2,2,2,1,1,4307
4150000,1252,2,3,2,1,1,3314
15000000,1675,3,3,3,1,1,8955
4500000,1476,2,2,2,1,1,3048
4700000,1655,3,2,2,1,1,2839
6500000,1400,3,2,2,1,1,4642
4600000,1000,2,2,3,1,1,4600
